区分,曲名,アーティスト,年,根拠,曲ページ,紹介文
B 秋に合う,Everybody Is a Star,Sly & The Family Stone,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=sly-and-the-family-stone&song=everybody-is-a-star,誰もが星なんだと、メンバーが代わる代わる歌い継ぐ優しさ。落ち込んだ夜にそっと効く、静かな励ましの歌。
B 秋に合う,Runnin' Away,Sly & The Family Stone,,寂し,https://joy-relief-station.lovable.app/cover-guide?artist=sly-and-the-family-stone&song=runnin-away,軽やかなトランペットと鼻歌のようなメロディの奥に、逃げ続ける者の寂しさが透ける。苦味が後を引く小品。
B 秋に合う,ラビリンス,MONDO GROSSO,2017,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=mondo-grosso&song=labyrinth,満島ひかりの歌声が沁みる、夜の街を彷徨うための現代の名曲。
B 秋に合う,'The Girl And The Robot',Röyksopp,2009,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=royksopp&song=the-girl-and-the-robot,ロビンを迎え、働きづめのロボットに恋した少女を歌う切ないエレクトロ。冷たい機械音の奥で、確かに心臓が鳴っている。
B 秋に合う,Culture of Fear,Thievery Corporation,2011,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=thievery-corporation&song=culture-of-fear,同名アルバムは2011年発表の6作目。不安の文化、と名指しする題名とは裏腹に、音は夜のラウンジのように涼しく揺れる。
B 秋に合う,At the River,Groove Armada,1997,夕暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=groove-armada&song=at-the-river,夕暮れの海辺で聴きたい、究極のチルアウト・ミュージック。
B 秋に合う,Hands of Time,Groove Armada,,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=groove-armada&song=hands-of-time,時の砂が指の間から落ちていくような、静かで切ないダウンテンポ。夜明け前のひとりの時間にそっと寄り添う。
B 秋に合う,Xtal,Aphex Twin,1992,冷たい,https://joy-relief-station.lovable.app/cover-guide?artist=aphex-twin&song=xtal,ドリーミーで幻想的。冷たいのに温かい、不思議な感覚が残ります。
B 秋に合う,Boys Don't Cry,The Cure,1979,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-cure&song=boys-dont-cry,切ない歌詞と軽快なビート。強がりな優しさが心に沁みます。
B 秋に合う,London Calling,The Clash,1979,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=the-clash&song=london-calling,静かな闘志を感じさせるリズム。大人の反骨心に火がつきます。
B 秋に合う,Getting Late,Floetry,2002,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=floetry&song=getting-late,夜のドライブにぴったり。落ち着いた大人のためのスロウ。 
B 秋に合う,Getting Late,Floetry,2002,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=floetry&song=getting-late-2,デビュー作『Floetic』を締めくくる3枚目のシングル。後にドレイクが「Flight's Booked」でサンプリングし、この夜更けの温度は現代のR&Bへ受け継がれた。
B 秋に合う,Forever,Donell Jones,2013,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=donell-jones&song=forever,2013年の同名アルバムは、ギター以外の楽器をほぼすべてジョーンズ本人が演奏した実質ひとりの作品。R&Bアルバムチャートでは5作連続のトップ10入りを果たした。
B 秋に合う,Rain,SWV,1998,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=swv&song=rain,もともとブランディの2作目のために書かれ、巡り巡ってSWVが歌うことになったバラード。雨音のようにしっとりと心を濡らしていく。
B 秋に合う,Wish I Didn't Miss You,Angie Stone,2001,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=angie-stone&song=wish-i-didnt-miss-you,切ないメロディとハスキーな歌声が胸を打つ、ネオソウルの金字塔。
B 秋に合う,Midnight Pretenders,亜蘭知子,1983,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=tomoko-aran&song=midnight-pretenders,海外アーティストにサンプリングもされた、メロウな夜の定番曲。作詞：亜蘭知子本人、作曲：織田哲郎。
B 秋に合う,オレンジの河,今井美樹,1986,夕暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=miki-imai&song=orange-no-kawara,夕暮れ時に聴きたい名バラード。透明感のある歌声が胸に響きます。
B 秋に合う,「黄昏のモノローグ」Music Video,今井美樹,,黄昏,https://joy-relief-station.lovable.app/cover-guide?artist=miki-imai&song=黄昏のモノローク-music-video,
B 秋に合う,The Nightfly,Donald Fagen,1982,深夜,https://joy-relief-station.lovable.app/cover-guide?artist=steely-dan-alumni-donald-fagen&song=the-nightfly,深夜ラジオから流れるような、ノスタルジーと都会の香りが交差する曲。
B 秋に合う,The Nightfly,Donald Fagen,1982,深夜,https://joy-relief-station.lovable.app/cover-guide?artist=steely-dan-alumni-donald-fagen&song=the-nightfly-2,1982年発表、初のソロ作の表題曲。少年時代に聴き入った深夜のジャズラジオへの郷愁が、そのまま音になっている。
B 秋に合う,"Big Noise, New York",Donald Fagen,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=steely-dan-alumni-donald-fagen&song=big-noise-new-york,クラクションや喧騒までリズムに変えてしまう、ニューヨークの夜のためのファンク。都市のざわめきが目に浮かぶ。
B 秋に合う,"| Live at the Paramount Theatre, Oakland, CA - 2006 (Full Recording)",Donald Fagen,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=steely-dan-alumni-donald-fagen&song=live-at-the-paramount-theatre-oakland-ca-2006-fu,2006年、オークランドの劇場公演をまるごと収めた記録。一夜の流れをそのまま追体験できる、貴重な長尺映像。
B 秋に合う,Ain't Nobody,Rufus & Chaka Khan,1983,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=chaka-khan-rufus&song=aint-nobody,アーバン・ファンクの完成形。夜のドライブを彩る洗練されたリズム。
B 秋に合う,Lonely Beat of My Heart,Steve Lukather,1989,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=steve-lukather&song=lonely-beat-of-my-heart,切ないメロディとギター・ソロ、大人の孤独を優しく包み込む一曲です。
B 秋に合う,miss you,m-flo,2003,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=m-flo&song=miss-you,Melody.と山本領平との掛け合い。切ないグルーヴが心地いい。
B 秋に合う,Shangri-La,電気グルーヴ,1997,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=denki-groove&song=shangri-la,切ないメロディとディスコ・ビート。日本のダンス・アンセム。
B 秋に合う,Grapevyne,Brownstone,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=brownstone&song=grapevyne,少し切ないメロディ。夜の静かな部屋でじっくり聴きたい名曲。
B 秋に合う,たそがれマイ・ラブ,大橋純子,1978,たそがれ,https://joy-relief-station.lovable.app/cover-guide?artist=junko-ohashi&song=telephone-number,圧倒的な声量と表現力。昭和歌謡の枠を超えたソウルフルな絶唱。
B 秋に合う,「」♪サファリ・ナイト ♪たそがれ・マイラブ ♪シルエット・ロマン,大橋純子,,たそがれ,https://joy-relief-station.lovable.app/cover-guide?artist=junko-ohashi&song=サファリ-ナイト-たそか-れ-マイラフ-シルエット-ロマン,
B 秋に合う,今日この頃,松原みき,,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=miki-matsubara&song=kyo-kono-goro,しっとりと歌い上げるバラード。艶のあるボーカルが染みる。
B 秋に合う,ブラック・ムーン,ラジ,1980,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=rajie&song=black-moon,クールでスタイリッシュ。夜のドライブのBGMに最適な一曲。 
B 秋に合う,突然の贈りもの,大貫妙子,1978,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=taeko-onuki&song=suddenly-gift,竹内まりやもカバーした名バラード。優しく、どこか切ない旋律が胸に響きます。
B 秋に合う,Prom Night,南佳孝,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=tatsuro-yamashita-band-members-yoshitaka-minami&song=prom-night,プロムの夜のときめきを、ドゥーワップ仕込みのコーラスで再現。オールディーズへの愛が香る甘酸っぱい一曲。
B 秋に合う,スローなブギにしてくれ（ I want you ）,南佳孝,1981,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=tatsuro-yamashita-band-members-yoshitaka-minami&song=スローなフ-キ-にしてくれ-i-want-you,「I want you」の囁きがネオンに溶けていく夜のブギ。急がないテンポにこそ色気が宿ると教えてくれる。
B 秋に合う,ウナ・セラ・ディ東京,南佳孝,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=tatsuro-yamashita-band-members-yoshitaka-minami&song=ウナ-セラ-テ-ィ東京,イタリア語の響きを借りたタイトルに、東京の夜の哀愁が滲む。夜霧とネオンの間を漂うムードにひたりたい。
B 秋に合う,Aht Uh Mi Hed,Shuggie Otis,1974,深夜,https://joy-relief-station.lovable.app/cover-guide?artist=shuggie-otis&song=aht-uh-mi-hed,リズムボックスの淡々とした響き。深夜に一人で浸りたい響き。
B 秋に合う,Footsteps In The Dark,The Isley Brothers,1977,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=the-isley-brothers&song=footsteps-in-the-dark,哀愁漂うギターとドラム。夜の散歩が特別な時間に変わります。
B 秋に合う,A Love Of Your Own,Ned Doheny,1976,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=ned-doheny&song=a-love-of-your-own,甘く切ないメロディ。夕暮れの海辺で聴きたい至福の一曲です。
B 秋に合う,Joseph Williams Peter Friestedt - NIGHTFLY Feat Tamara Champlin,Bill Champlin,,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=bill-champlin&song=joseph-williams-peter-friestedt-nightfly-feat-ta,タマラ・チャンプリンを迎えた「NIGHTFLY」。夜間飛行の名にふさわしい、しっとりと艶のある歌の交歓が漂う。
B 秋に合う,Joseph Williams Peter Friestedt - Between The Lines HD - Official Video,Bill Champlin,,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=bill-champlin&song=joseph-williams-peter-friestedt-between-the-line,行間を読む、という題名のとおり、言葉にしない想いをメロディが代弁する。夜更けに染みる大人のミディアム。
B 秋に合う,We Were Always Sweethearts,Boz Scaggs,,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=boz-scaggs&song=we-were-always-sweethearts,甘く切ないメロディに心が揺さぶられる一曲。
B 秋に合う,Forever My Lady,Jodeci,1991,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=jodeci&song=forever-my-lady,甘く切ないR&Bバラード。永遠の愛を歌い上げる。
B 秋に合う,Stay,Jodeci,1991,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=jodeci&song=stay,デビュー作から生まれた2曲目のR&B首位曲で、2週にわたり頂点に。行かないでほしい夜の願いを、ふたりのリードがむせぶように歌い交わす。
B 秋に合う,Lately,福原美穂,2024,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=fukuhara-miho&song=lately,Stevie Wonderの静かな名曲を、息づかいまで近く感じる距離で歌う。
B 秋に合う,The Beginning,ONE OK ROCK,2012,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=one-ok-rock&song=the-beginning,静かな出だしから、サビで一気に振り切る。始まりという題名どおり、聴く側の背中も押し出される。
B 秋に合う,Midnight at the Oasis,Brand New Heavies,1994,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=brand-new-heavies&song=midnight-at-the-oasis,マリア・マルダーのカバー曲。しっとり聴かせる。
B 秋に合う,Tired of Being Alone,Al Green,1971,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=al-green&song=tired-of-being-alone,切ない歌声が心に響く、美しいバラード。
B 秋に合う,Ex-Factor,Lauryn Hill,1998,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=lauryn-hill&song=ex-factor,切ない心情を歌い上げた、心に響くバラード。
B 秋に合う,Sour Times,Portishead,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=portishead&song=sour-times,重く切ない雰囲気が漂う、トリップホップの傑作。
B 秋に合う,Numb,Portishead,1994,深夜,https://joy-relief-station.lovable.app/cover-guide?artist=portishead&song=numb-2,デビュー作『Dummy』の到来を告げた最初のシングル。深夜の霧が、部屋の隙間から忍び込んでくる音。
B 秋に合う,Only You,Portishead,1998,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=portishead&song=only-you,MVの監督はクリス・カニンガム。水槽の中で撮った浮遊映像を路地裏の風景に合成した。重力がゆるんでいく夜のトリップホップ。
B 秋に合う,All Mine,Portishead,1997,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=portishead&song=all-mine,バンド唯一の英トップ10ヒット。MVではオーケストラを従えた少女がひとりで歌う。妖しくも豪華な、夜のためのトーチソング。
B 秋に合う,Porcelain,Moby,1999,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=moby&song=porcelain,美しくも切ないメロディーが心に沁みる名曲。
B 秋に合う,FOREVER,PUSHIM,2002,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=pushim&song=forever,切ないメロディと圧倒的な声量で愛を歌い上げる、初期から愛される代表的バラード。
B 秋に合う,夕陽,PUSHIM,2013,夕暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=pushim&song=yuuhi,胸に染みるリリック。夕暮れどきに聴きたい、エモーショナルで叙情的なスロウ・ジャム。
B 秋に合う,So Very Hard to Go,Tower of Power,1973,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tower-of-power&song=so-very-hard-to-go,彼らの歌もの代表曲。切ないバラードに感動。
B 秋に合う,Baby Come To Me,Patti Austin,1982,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=patti-austin&song=baby-come-to-me-2,ロッド・テンパートンが書いたジェイムス・イングラムとのデュエット。米ソープオペラの愛のテーマに使われて再燃し、全米1位へ。夜更けに寄り添うバラード。
B 秋に合う,On My Own (with Patti LaBelle),Michael McDonald,1986,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=michael-mcdonald&song=on-my-own-patti-labelle,切ないデュエットが胸に響きます。
B 秋に合う,Best of Me,Anthony Hamilton,2011,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=anthony-hamilton&song=best-of-me,切ない想いが胸に響く、彼の歌唱力が際立つ名曲です。
B 秋に合う,Ebony Eyes (feat. Smokey Robinson),Rick James,1983,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=rick-james&song=ebony-eyes,スモーキー・ロビンソンを迎えた、甘く切ない極上のバラード。
B 秋に合う,Computer Love,Zapp,1986,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=zapp&song=computer-love,切ないメロディが心に響く、美しいバラード。
B 秋に合う,Places And Spaces,Donald Byrd,1975,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=donald-byrd&song=places-and-spaces-2,1975年にブルーノートから出たアルバムの表題曲。壮大な弦と弾むベースは「映画的なファンクとディスコ前夜のソウルの中間」と評された音そのものだ。
B 秋に合う,It's Only Love,Simply Red,1989,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=simply-red&song=it-s-only-love,2000年には恋のバラードを集めた同名の編集盤も生まれた。夜更けにグラスを傾けたくなる、とろけるような甘さのソウル。
B 秋に合う,New York Lullaby,Basia,1987,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=basia&song=new-york-lullaby,甘く切ない歌声が魅力のジャジーなバラード。
B 秋に合う,Just Be A Man About It,Toni Braxton,2000,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=toni-braxton&song=just-be-a-man-about-it,電話の別れ話の相手役はドクター・ドレー。隣のスタジオにいた縁での出演だった。受話器越しのため息まで聞こえそうな夜の歌。
B 秋に合う,Every Time,Janet Jackson,1998,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=janet-jackson&song=every-time,愛することの怖さをささやくように歌うバラード。MVは水中撮影の専門家を迎え、スイス・アルプスの温泉施設テルメ・ヴァルスで撮られた、緑と水の静かな映像詩。
B 秋に合う,The Pleasure Principle,Janet Jackson,1986,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=janet-jackson&song=the-pleasure-principle,『Control』で唯一ジャム&ルイスの手によらず、ザ・タイムのモンテ・モアが書いた自立の歌。ロフトでひとり踊り抜くMVは、MTVアワードで最優秀振付に輝いた。
B 秋に合う,Private Dancer,Tina Turner,1984,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tina-turner&song=private-dancer,都会の孤独を歌い上げた、切ない名曲。
B 秋に合う,(Sittin' On) The Dock of the Bay,Stax,1967,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=stax&song=sittin-on-the-dock-of-the-bay,波の音と口笛が心に沁みる、切ない名曲です。
B 秋に合う,Cosmic Slop,Funkadelic,1973,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=funkadelic&song=cosmic-slop,重厚なギターと切ない歌詞が胸を打つ、バンドの重要なレパートリー。
B 秋に合う,Ode To My Family,The Cranberries,1994,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=cranberries&song=ode-to-my-family,故郷アイルランドと家族への郷愁を、静かなアコースティックの音色に乗せて歌い上げる。
B 秋に合う,Linger,The Cranberries,1993,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=cranberries&song=linger,ドロレスが18歳で書いた甘く切ない恋の痛みを歌うバラード。弦楽が美しい。
B 秋に合う,Why,The Cranberries,,余韻,https://joy-relief-station.lovable.app/cover-guide?artist=cranberries&song=why,問いかけの言葉だけを題名にした一曲。答えを探すのではなく、問いのまま置いておく強さがある。声がやわらかいぶん、余韻が長い。
B 秋に合う,Linger,The Cranberries,1993,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=cranberries&song=linger,切ない初恋の終わりを歌う名曲。ドロレスの繊細な裏声と弦楽器の響きが美しい。
B 秋に合う,Why Does It Always Rain on Me?,Travis,1999,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=travis&song=why-does-it-always-rain-on-me,雨の日の憂鬱を歌った、しっとりとしたメロディが素敵。
B 秋に合う,Everybody's Changing,Keane,2004,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=keane&song=everybodys-changing,切ないメロディが心に響く、ピアノ・ロックの金字塔です。
B 秋に合う,Chocolate,Snow Patrol,2003,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=snow-patrol&song=chocolate,スノパらしい疾走感と、切ない歌詞の対比が魅力的な一曲です。
B 秋に合う,Closer,Kings of Leon,2008,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=kings-of-leon&song=closer,妖艶なベースラインと切ない歌声が響く、アルバムの傑作開幕曲。
B 秋に合う,Fire and Rain,James Taylor,1970,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=james-taylor&song=fire-and-rain,優しくも切ない歌声が心に染み渡る、彼の代表曲。
B 秋に合う,River,Joni Mitchell,1971,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=joni-mitchell&song=river,クリスマスを背景にした切ない別れの歌。冬の定番名曲。
B 秋に合う,Wild World,Cat Stevens,1970,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=cat-stevens&song=wild-world,去りゆく人へのメッセージ。温かくも切ない名曲。
B 秋に合う,The First Cut Is the Deepest,Cat Stevens,1967,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=cat-stevens&song=the-first-cut-is-the-deepest,多くの名手にカバーし継がれる不朽の名バラード。切ない感情の原典。
B 秋に合う,Wild Night,Van Morrison,1971,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=van-morrison&song=wild-night,躍動感あふれるホーンが印象的な、夜の街を彩る大ヒットナンバー。
B 秋に合う,Late in the Evening,Paul Simon,1980,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=paul-simon&song=late-in-the-evening,ドラムのスティーヴ・ガッドは両手に2本ずつスティックを握り、二人で叩いているような音を作った。夜の街へ飛び出したくなるラテンのざわめき。
B 秋に合う,Anticipation,Carly Simon,1971,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=carly-simon&song=anticipation,切ない期待感を歌う初期の傑作。ケチャップのCMでも有名。
B 秋に合う,I Can't Make You Love Me,Bonnie Raitt,1991,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=bonnie-raitt&song=i-can-t-make-you-love-me,切ない歌詞と、魂のこもった歌声が胸を打ちます。
B 秋に合う,Slow Dancing in a Burning Room,John Mayer,2006,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=john-mayer&song=slow-dancing-in-a-burning-room,ライブでも屈指の人気を誇る、ブルージーで切ない至高のバラード。
B 秋に合う,Shadow Days,John Mayer,,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=john-mayer&song=shadow-days,『Born and Raised』の先陣を切ったシングル。MVはアイダホの森と田舎道をひとり車で行き、楽器店でギターを直す寄り道まで映すロード・ムービー仕立てだ。
B 秋に合う,Like A Star,Corinne Bailey Rae,2006,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=corinne-bailey-rae&song=like-a-star,はじめは3000枚限定でひっそり世に出たデビュー・シングル。再発を経て、第50回グラミーのソング・オブ・ザ・イヤー候補になるまで届いた。夜の静けさにギター1本の灯りがともるようなバラード。
B 秋に合う,Bittersweet,Lianne La Havas,2020,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=lianne-la-havas&song=bitter-sweet,甘く切ない歌声が、大人の魅力を引き出す
B 秋に合う,Focus,H.E.R.,2016,しっとり,https://joy-relief-station.lovable.app/cover-guide?artist=her&song=focus,彼女のしっとりとした歌声が魅力の代表曲
B 秋に合う,America the Beautiful (Super Bowl LV),H.E.R.,2021,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=her&song=america-the-beautiful-sb-lv,歌の途中でギターが泣き出す。静かな式典が、急にソウルのステージになる。
B 秋に合う,ウイスキーが、お好きでしょ,ハナレグミ,2013,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=hanaregumi&song=whisky-ga-osuki-desho,サントリー角ハイボールのCMソング。初のカバーアルバム『だれそかれそ』（2013年5月22日発売）に収録された、1990年のCM曲のカバー。力を抜いた歌い方で、夜のバーの空気ごと持ってくる。
B 秋に合う,朧月夜,笹川美和,2007,月夜,https://joy-relief-station.lovable.app/cover-guide?artist=sasagawa-miwa&song=oboro-zukiyo,唱歌をひとり、月の下で歌い直す。日本人の記憶のいちばん奥の引き出しが開く。
B 秋に合う,Ride,HYBS,2022,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=hybs&song=ride,「ただ風に乗りたい」という歌詞通り、夜のドライブに最適なメロウな質感が魅力。
B 秋に合う,輝く月が照らす夜,畠山美由紀,2013,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=hatakeyama-miyuki&song=kagayaku-tsuki,気仙沼出身。震災を越えて歌い続けるその声が、月光をなぞるように夜の輪郭を描く。
B 秋に合う,祭りの花を買いに行く,ちあきなおみ,1989,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=chiaki-naomi&song=matsuri-no-hana,夏祭りの帰り道、ひとりで花火を見る背中。歌謡曲の最高峰が描いた、日本人の記憶の原風景。
B 秋に合う,『黄昏のビギン』,ちあきなおみ,,黄昏,https://joy-relief-station.lovable.app/cover-guide?artist=chiaki-naomi&song=黄昏のヒ-キ-ン,
B 秋に合う,黄昏のビギン 1992,ちあきなおみ,,黄昏,https://joy-relief-station.lovable.app/cover-guide?artist=chiaki-naomi&song=黄昏のヒ-キ-ン-1992,
B 秋に合う,Superstar (Carpenters Cover),Tori Holub & James Wilkas,2022,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tori-holub&song=tori-holub-superstar,シンプルながら厚みのあるハーモニーで、切ない片思いの心情を豊かに表現。
B 秋に合う,接吻,Original Love,1993,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=original-love&song=seppun,夜の湿度をそのまま音にしたようなミディアムソウル。イントロのコードひとつで部屋が暗転する。
B 秋に合う,ナイトクルージング,フィッシュマンズ,1995,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=fishmans&song=night-cruising,1995年発表。ダブの揺れと佐藤伸治の声が、夜の道路を水面みたいに変えてしまうフィッシュマンズ入口。
B 秋に合う,眠れる街,ceroNishi,2008,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=cero-nishi&song=nishi-cero-nemureru-machi,夜の静寂を感じる初期のメロウな名編。叙情的な歌詞が秀逸。
B 秋に合う,勿忘,Awesome City Club,2021,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=awesome-city-club&song=wasurena,映画主題歌にもなった名曲。切ないメロディが胸を打つ
B 秋に合う,ノーチラス,ヨルシカ,2019,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=yorushika&song=elma,壮大な世界観と切ない歌声が魅力のバラード
B 秋に合う,忘れてください（OFFICIAL VIDEO）,ヨルシカ,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=yorushika&song=忘れてくた-さい-official-video,「忘れて」と願うほど、かつての生活がハンドクラップと共に鮮明に鳴り響く。愛ゆえの矛盾に満ちた、静かなる生活実況中継。
B 秋に合う,アポリア（OFFICIAL VIDEO）,ヨルシカ,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=yorushika&song=アホ-リア-official-video,気球に乗って「正解のない問い」を追いかける。静かな歌声が、まだ誰も知らない世界の入り口まで連れ去る。
B 秋に合う,Easy Easy,King Krule,2013,深夜,https://joy-relief-station.lovable.app/cover-guide?artist=king-krule&song=easy-easy,憂鬱でロウな歌声が心を掴む。深夜に聴きたい
B 秋に合う,Chamber Of Reflection,Mac DeMarco,2014,寂し,https://joy-relief-station.lovable.app/cover-guide?artist=mac-demarco&song=chamber-of-reflection,どこか寂しげで、それでいて温かいシンセポップ
B 秋に合う,My Kind Of Woman,Mac DeMarco,2012,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=mac-demarco&song=viceroy,甘く切ないラブソング。彼の代表曲の一つ
B 秋に合う,Low Rider,Yussef Kamaal,2016,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=yussef-kamaal&song=low-rider,重心の低いファンクネスと都会的で都会的な夜の雰囲気が漂う一曲。
B 秋に合う,When You Were Mine,Joy Crookes,2019,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=joy-crookes&song=when-you-were-mine,切ない歌詞と歌声が胸を締め付ける。名バラード
B 秋に合う,Feels Like Summer,Childish Gambino,,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=childish-gambino&song=feels-like-summer,人気ラッパーたちとすれ違うだけの街を、ひとりグラマラスに歩き続ける2018年の午後。のちにアルバム『3.15.20』で「42.26」と改題され、同じ曲がもう一つの顔で再収録された。
B 秋に合う,Good News,Mac Miller,2020,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=good-news,彼の死後にリリースされた、温かくも切ない名曲
B 秋に合う,Thoughts From A Balcony,Mac Miller,2012,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=thoughts-from-a-balcony,題名のとおり、ベランダでひとり考えている時間の音。街の音が遠くに聞こえる夜更けに。
B 秋に合う,Congratulations (feat. Bilal),Mac Miller,2016,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=congratulations-feat-bilal,ピアノとBilalの歌声で、静かに幕が上がる。派手さは一切ないのに、聴き終わると胸のあたりが温かい。
B 秋に合う,Love Lost,Mac Miller,2014,夜更け,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=love-lost,失った恋を、悲しむでもなく責めるでもなく、ただ確かめるように歌う。夜更けの正直さ。
B 秋に合う,Afternoon Grooves // Coffee & Spliff // Vinyl Selection // Pt. 1/3,Mac Miller,,コーヒー,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=afternoon-grooves-coffee-and-spliff-vinyl-select,レコードを選びながらの午後の映像。コーヒーを淹れて、何もしない時間の相棒にちょうどいい。
B 秋に合う,ft. Kendrick Lamar & Iman Omari - Fight The Feeling,Mac Miller,2012,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=mac-miller&song=ft-kendrick-lamar-and-iman-omari-fight-the-feeli,Kendrick LamarとIman Omariを迎えた一曲。感情に飲まれまいとする二人の踏ん張りが、静かな熱を生む。
